2023-08-02 20:58:47,774:INFO:131] match_or_register_events for fox_bets
2023-08-02 20:58:47,775:INFO:131] match_or_register_events for bovada
2023-08-02 20:58:48,778:INFO:179] match_or_register_markets for bovada
2023-08-02 20:58:48,778:INFO:181] 188 for bovada
2023-08-02 20:58:49,635:INFO:179] match_or_register_markets for fox_bets
2023-08-02 20:58:49,636:INFO:181] 0 for fox_bets
2023-08-02 20:58:54,692:DEBUG:120] successful match: Selection(id='1370022195', name='Under - 1H', odds=1.757576), [(Selection(id=150, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,190:DEBUG:120] successful match: Selection(id='1370023304', name='Over', odds=2.08), [(Selection(id=161, name='Over', odds=None), 100)]
2023-08-02 20:58:55,190:DEBUG:120] successful match: Selection(id='1370023306', name='Under', odds=1.78125), [(Selection(id=162, name='Under', odds=None), 100)]
2023-08-02 20:58:55,190:DEBUG:120] successful match: Selection(id='1370023309', name='Over', odds=4.35), [(Selection(id=161, name='Over', odds=None), 100)]
2023-08-02 20:58:55,191:DEBUG:120] successful match: Selection(id='1370023311', name='Under', odds=1.222222), [(Selection(id=162, name='Under', odds=None), 100)]
2023-08-02 20:58:55,191:DEBUG:120] successful match: Selection(id='1370023312', name='Over', odds=9.5), [(Selection(id=161, name='Over', odds=None), 100)]
2023-08-02 20:58:55,191:DEBUG:120] successful match: Selection(id='1370023313', name='Under', odds=1.0555), [(Selection(id=162, name='Under', odds=None), 100)]
2023-08-02 20:58:55,192:DEBUG:120] successful match: Selection(id='1370023315', name='Over', odds=17.0), [(Selection(id=161, name='Over', odds=None), 100)]
2023-08-02 20:58:55,192:DEBUG:120] successful match: Selection(id='1370023317', name='Under', odds=1.01), [(Selection(id=162, name='Under', odds=None), 100)]
2023-08-02 20:58:55,204:DEBUG:120] successful match: Selection(id='1370023172', name='Over - 1H', odds=1.531915), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,204:DEBUG:120] successful match: Selection(id='1370023173', name='Under - 1H', odds=2.55), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,204:DEBUG:120] successful match: Selection(id='1370023174', name='Over - 1H', odds=3.3), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,205:DEBUG:120] successful match: Selection(id='1370023175', name='Under - 1H', odds=1.344828), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,205:DEBUG:120] successful match: Selection(id='1370023178', name='Over - 1H', odds=7.0), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,205:DEBUG:120] successful match: Selection(id='1370023179', name='Under - 1H', odds=1.1), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,206:DEBUG:120] successful match: Selection(id='1370023182', name='Over - 1H', odds=8.0), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,206:DEBUG:120] successful match: Selection(id='1370023183', name='Under - 1H', odds=1.076923), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,216:DEBUG:117] successful no match: Selection(id='1370023214', name='Under - 1H', odds=1.392157), [(Selection(id=163, name='Over - 1H', odds=None), 0)]
2023-08-02 20:58:55,217:DEBUG:120] successful match: Selection(id='1370023199', name='Over - 1H', odds=1.952381), [(Selection(id=163, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,218:DEBUG:120] successful match: Selection(id='1370023200', name='Under - 1H', odds=1.87), [(Selection(id=164, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,220:DEBUG:117] successful no match: Selection(id='1370023208', name='No', odds=1.714286), [(Selection(id=165, name='Yes', odds=None), 0)]
2023-08-02 20:58:55,222:DEBUG:117] successful no match: Selection(id='1370023224', name='No - 1H', odds=1.142857), [(Selection(id=167, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:58:55,622:DEBUG:117] successful no match: Selection(id='1370024317', name='Juventus', odds=1.909091), [(Selection(id=169, name='Udinese', odds=None), 40)]
2023-08-02 20:58:55,624:DEBUG:117] successful no match: Selection(id='1370024318', name='Draw', odds=3.3), [(Selection(id=169, name='Udinese', odds=None), 40), (Selection(id=170, name='Juventus', odds=None), 18)]
2023-08-02 20:58:55,630:DEBUG:117] successful no match: Selection(id='1370024334', name='Juventus - 1H', odds=2.65), [(Selection(id=172, name='Udinese - 1H', odds=None), 57)]
2023-08-02 20:58:55,633:DEBUG:117] successful no match: Selection(id='1370024335', name='Draw - 1H', odds=2.15), [(Selection(id=172, name='Udinese - 1H', odds=None), 47), (Selection(id=173, name='Juventus - 1H', odds=None), 33)]
2023-08-02 20:58:55,635:DEBUG:120] successful match: Selection(id='1370024663', name='Over', odds=1.1), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:55,638:DEBUG:120] successful match: Selection(id='1370024664', name='Under', odds=7.0), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:55,639:DEBUG:120] successful match: Selection(id='1370024655', name='Over', odds=1.37), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:55,641:DEBUG:120] successful match: Selection(id='1370024656', name='Under', odds=3.15), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:55,642:DEBUG:120] successful match: Selection(id='1370024647', name='Over', odds=1.606061), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:55,643:DEBUG:120] successful match: Selection(id='1370024648', name='Under', odds=2.36), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:55,644:DEBUG:120] successful match: Selection(id='1370024649', name='Over', odds=2.14), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:55,644:DEBUG:120] successful match: Selection(id='1370024650', name='Under', odds=1.724638), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:55,645:DEBUG:120] successful match: Selection(id='1370024657', name='Over', odds=3.1), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:55,646:DEBUG:120] successful match: Selection(id='1370024658', name='Under', odds=1.384615), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:55,647:DEBUG:120] successful match: Selection(id='1370024665', name='Over', odds=3.8), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:55,648:DEBUG:120] successful match: Selection(id='1370024666', name='Under', odds=1.273973), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:55,682:DEBUG:117] successful no match: Selection(id='1370024795', name='Under', odds=4.1), [(Selection(id=175, name='Over', odds=None), 0)]
2023-08-02 20:58:55,683:DEBUG:120] successful match: Selection(id='1370024789', name='Over', odds=2.11), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,684:DEBUG:120] successful match: Selection(id='1370024791', name='Under', odds=1.757576), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,684:DEBUG:120] successful match: Selection(id='1370024797', name='Over', odds=4.5), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,685:DEBUG:120] successful match: Selection(id='1370024800', name='Under', odds=1.208333), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,685:DEBUG:120] successful match: Selection(id='1370024802', name='Over', odds=10.0), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,685:DEBUG:120] successful match: Selection(id='1370024804', name='Under', odds=1.052632), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,686:DEBUG:120] successful match: Selection(id='1370024805', name='Over', odds=19.0), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,686:DEBUG:120] successful match: Selection(id='1370024807', name='Under', odds=1.005), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,700:DEBUG:120] successful match: Selection(id='1370024667', name='Over', odds=1.595238), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,700:DEBUG:120] successful match: Selection(id='1370024668', name='Under', odds=2.38), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,701:DEBUG:120] successful match: Selection(id='1370024669', name='Over', odds=3.8), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,701:DEBUG:120] successful match: Selection(id='1370024670', name='Under', odds=1.273973), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,702:DEBUG:120] successful match: Selection(id='1370024671', name='Over', odds=11.0), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,702:DEBUG:120] successful match: Selection(id='1370024672', name='Under', odds=1.045455), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,702:DEBUG:120] successful match: Selection(id='1370024673', name='Over', odds=20.0), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,702:DEBUG:120] successful match: Selection(id='1370024674', name='Under', odds=1.005), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,703:DEBUG:120] successful match: Selection(id='1370024675', name='Over', odds=21.0), [(Selection(id=175, name='Over', odds=None), 100)]
2023-08-02 20:58:55,703:DEBUG:120] successful match: Selection(id='1370024676', name='Under', odds=1.004), [(Selection(id=176, name='Under', odds=None), 100)]
2023-08-02 20:58:55,714:DEBUG:120] successful match: Selection(id='1370024936', name='Over - 1H', odds=1.512821), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,714:DEBUG:120] successful match: Selection(id='1370024937', name='Under - 1H', odds=2.6), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,715:DEBUG:120] successful match: Selection(id='1370024938', name='Over - 1H', odds=3.2), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,715:DEBUG:120] successful match: Selection(id='1370024939', name='Under - 1H', odds=1.363636), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,716:DEBUG:120] successful match: Selection(id='1370024942', name='Over - 1H', odds=6.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,716:DEBUG:120] successful match: Selection(id='1370024943', name='Under - 1H', odds=1.111111), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,716:DEBUG:120] successful match: Selection(id='1370024946', name='Over - 1H', odds=8.0), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,717:DEBUG:120] successful match: Selection(id='1370024947', name='Under - 1H', odds=1.076923), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,726:DEBUG:117] successful no match: Selection(id='1370024976', name='Under - 1H', odds=1.847458), [(Selection(id=177, name='Over - 1H', odds=None), 0)]
2023-08-02 20:58:55,728:DEBUG:120] successful match: Selection(id='1370024961', name='Over - 1H', odds=2.83), [(Selection(id=177, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:55,728:DEBUG:120] successful match: Selection(id='1370024962', name='Under - 1H', odds=1.444444), [(Selection(id=178, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:55,730:DEBUG:117] successful no match: Selection(id='1370024970', name='No', odds=1.819672), [(Selection(id=179, name='Yes', odds=None), 0)]
2023-08-02 20:58:55,732:DEBUG:117] successful no match: Selection(id='1370024986', name='No - 1H', odds=1.153846), [(Selection(id=181, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:58:56,208:DEBUG:117] successful no match: Selection(id='1370053741', name='Rayo Vallecano', odds=3.0), [(Selection(id=183, name='Almería', odds=None), 40)]
2023-08-02 20:58:56,211:DEBUG:117] successful no match: Selection(id='1370053742', name='Draw', odds=3.45), [(Selection(id=183, name='Almería', odds=None), 40), (Selection(id=184, name='Rayo Vallecano', odds=None), 22)]
2023-08-02 20:58:56,219:DEBUG:117] successful no match: Selection(id='1370053758', name='Rayo Vallecano - 1H', odds=3.75), [(Selection(id=186, name='Almería - 1H', odds=None), 54)]
2023-08-02 20:58:56,221:DEBUG:117] successful no match: Selection(id='1370053759', name='Draw - 1H', odds=2.2), [(Selection(id=186, name='Almería - 1H', odds=None), 62), (Selection(id=187, name='Rayo Vallecano - 1H', odds=None), 42)]
2023-08-02 20:58:56,225:DEBUG:120] successful match: Selection(id='1370055204', name='Over', odds=1.294118), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,227:DEBUG:120] successful match: Selection(id='1370055205', name='Under', odds=3.65), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,228:DEBUG:120] successful match: Selection(id='1370055196', name='Over', odds=1.454545), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,229:DEBUG:120] successful match: Selection(id='1370055197', name='Under', odds=2.78), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,230:DEBUG:120] successful match: Selection(id='1370055198', name='Over', odds=2.6), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,231:DEBUG:120] successful match: Selection(id='1370055199', name='Under', odds=1.512821), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,232:DEBUG:120] successful match: Selection(id='1370055206', name='Over', odds=3.25), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,233:DEBUG:120] successful match: Selection(id='1370055207', name='Under', odds=1.350877), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,250:DEBUG:117] successful no match: Selection(id='1370055215', name='Under', odds=3.8), [(Selection(id=189, name='Over', odds=None), 0)]
2023-08-02 20:58:56,252:DEBUG:120] successful match: Selection(id='1370055212', name='Over', odds=2.28), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,252:DEBUG:120] successful match: Selection(id='1370055213', name='Under', odds=1.645161), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,253:DEBUG:120] successful match: Selection(id='1370055216', name='Over', odds=4.95), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,253:DEBUG:120] successful match: Selection(id='1370055217', name='Under', odds=1.181818), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,254:DEBUG:120] successful match: Selection(id='1370055218', name='Over', odds=11.0), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,255:DEBUG:120] successful match: Selection(id='1370055219', name='Under', odds=1.04), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,255:DEBUG:120] successful match: Selection(id='1370055220', name='Over', odds=19.0), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,256:DEBUG:120] successful match: Selection(id='1370055221', name='Under', odds=1.005), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,275:DEBUG:120] successful match: Selection(id='1370055303', name='Over', odds=1.363636), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,276:DEBUG:120] successful match: Selection(id='1370055304', name='Under', odds=3.2), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,276:DEBUG:120] successful match: Selection(id='1370055301', name='Over', odds=2.65), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,277:DEBUG:120] successful match: Selection(id='1370055302', name='Under', odds=1.49505), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,277:DEBUG:120] successful match: Selection(id='1370055305', name='Over', odds=6.5), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,278:DEBUG:120] successful match: Selection(id='1370055306', name='Under', odds=1.111111), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,278:DEBUG:120] successful match: Selection(id='1370055307', name='Over', odds=13.0), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,279:DEBUG:120] successful match: Selection(id='1370055308', name='Under', odds=1.02), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,279:DEBUG:120] successful match: Selection(id='1370055309', name='Over', odds=20.0), [(Selection(id=189, name='Over', odds=None), 100)]
2023-08-02 20:58:56,280:DEBUG:120] successful match: Selection(id='1370055310', name='Under', odds=1.005), [(Selection(id=190, name='Under', odds=None), 100)]
2023-08-02 20:58:56,292:DEBUG:120] successful match: Selection(id='1370055087', name='Over - 1H', odds=1.45045), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:56,292:DEBUG:120] successful match: Selection(id='1370055088', name='Under - 1H', odds=2.8), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:56,293:DEBUG:120] successful match: Selection(id='1370055089', name='Over - 1H', odds=2.9), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:56,293:DEBUG:120] successful match: Selection(id='1370055090', name='Under - 1H', odds=1.425532), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:56,293:DEBUG:120] successful match: Selection(id='1370055093', name='Over - 1H', odds=5.6), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:56,293:DEBUG:120] successful match: Selection(id='1370055094', name='Under - 1H', odds=1.142857), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:56,294:DEBUG:120] successful match: Selection(id='1370055097', name='Over - 1H', odds=6.5), [(Selection(id=9, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:56,294:DEBUG:120] successful match: Selection(id='1370055098', name='Under - 1H', odds=1.111111), [(Selection(id=10, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:56,306:DEBUG:117] successful no match: Selection(id='1370055123', name='Under - 1H', odds=1.78125), [(Selection(id=191, name='Over - 1H', odds=None), 0)]
2023-08-02 20:58:56,307:DEBUG:120] successful match: Selection(id='1370055136', name='Over - 1H', odds=2.3), [(Selection(id=191, name='Over - 1H', odds=None), 100)]
2023-08-02 20:58:56,307:DEBUG:120] successful match: Selection(id='1370055137', name='Under - 1H', odds=1.636943), [(Selection(id=192, name='Under - 1H', odds=None), 100)]
2023-08-02 20:58:56,309:DEBUG:117] successful no match: Selection(id='1370055131', name='No', odds=2.08), [(Selection(id=193, name='Yes', odds=None), 0)]
2023-08-02 20:58:56,311:DEBUG:117] successful no match: Selection(id='1370055149', name='No - 1H', odds=1.19), [(Selection(id=195, name='Yes - 1H', odds=None), 55)]
2023-08-02 20:58:56,722:DEBUG:117] successful no match: Selection(id='1370057660', name='Real Madrid', odds=2.2), [(Selection(id=197, name='Athletic Bilbao', odds=None), 31)]
2023-08-02 20:58:56,726:DEBUG:117] successful no match: Selection(id='1370057661', name='Draw', odds=3.5), [(Selection(id=198, name='Real Madrid', odds=None), 40), (Selection(id=197, name='Athletic Bilbao', odds=None), 22)]
2023-08-02 20:58:56,734:DEBUG:117] successful no match: Selection(id='1370057677', name='Real Madrid - 1H', odds=2.9), [(Selection(id=200, name='Athletic Bilbao - 1H', odds=None), 44)]
2023-08-02 20:58:56,737:DEBUG:117] successful no match: Selection(id='1370057678', name='Draw - 1H', odds=2.25), [(Selection(id=201, name='Real Madrid - 1H', odds=None), 57), (Selection(id=200, name='Athletic Bilbao - 1H', odds=None), 32)]
2023-08-02 20:58:56,739:DEBUG:120] successful match: Selection(id='1370058423', name='Over', odds=1.263158), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,741:DEBUG:120] successful match: Selection(id='1370058424', name='Under', odds=3.9), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,742:DEBUG:120] successful match: Selection(id='1370058415', name='Over', odds=1.392157), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,743:DEBUG:120] successful match: Selection(id='1370058416', name='Under', odds=3.05), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,743:DEBUG:120] successful match: Selection(id='1370058417', name='Over', odds=2.4), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,744:DEBUG:120] successful match: Selection(id='1370058418', name='Under', odds=1.588235), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,745:DEBUG:120] successful match: Selection(id='1370058425', name='Over', odds=3.0), [(Selection(id=7, name='Over', odds=None), 100)]
2023-08-02 20:58:56,746:DEBUG:120] successful match: Selection(id='1370058426', name='Under', odds=1.4), [(Selection(id=8, name='Under', odds=None), 100)]
2023-08-02 20:58:56,764:DEBUG:117] successful no match: Selection(id='1370058436', name='Under', odds=3.2), [(Selection(id=203, name='Over', odds=None), 0)]
2023-08-02 20:58:56,765:DEBUG:120] successful match: Selection(id='1370058433', name='Over', odds=2.69), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,766:DEBUG:120] successful match: Selection(id='1370058434', name='Under', odds=1.47619), [(Selection(id=204, name='Under', odds=None), 100)]
2023-08-02 20:58:56,767:DEBUG:120] successful match: Selection(id='1370058437', name='Over', odds=6.75), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,768:DEBUG:120] successful match: Selection(id='1370058438', name='Under', odds=1.105), [(Selection(id=204, name='Under', odds=None), 100)]
2023-08-02 20:58:56,768:DEBUG:120] successful match: Selection(id='1370058439', name='Over', odds=15.0), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,769:DEBUG:120] successful match: Selection(id='1370058440', name='Under', odds=1.015385), [(Selection(id=204, name='Under', odds=None), 100)]
2023-08-02 20:58:56,769:DEBUG:120] successful match: Selection(id='1370058441', name='Over', odds=20.0), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,770:DEBUG:120] successful match: Selection(id='1370058442', name='Under', odds=1.005), [(Selection(id=204, name='Under', odds=None), 100)]
2023-08-02 20:58:56,789:DEBUG:120] successful match: Selection(id='1370058517', name='Over', odds=1.227273), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,789:DEBUG:120] successful match: Selection(id='1370058518', name='Under', odds=4.3), [(Selection(id=204, name='Under', odds=None), 100)]
2023-08-02 20:58:56,789:DEBUG:120] successful match: Selection(id='1370058515', name='Over', odds=2.08), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,790:DEBUG:120] successful match: Selection(id='1370058516', name='Under', odds=1.78125), [(Selection(id=204, name='Under', odds=None), 100)]
2023-08-02 20:58:56,790:DEBUG:120] successful match: Selection(id='1370058519', name='Over', odds=4.35), [(Selection(id=203, name='Over', odds=None), 100)]
2023-08-02 20:58:56,791:DEBUG:120] successful match: Selection(id='1370058520', name='Under', odds=1.222222), [(Selection(id=204, name='Under', odds=None), 100)]
